open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1663113600000,0.5934,0.6180,0.5883,0.6114,50902590,1663199999999,30852491.5396,142107,25523113,15470667.8809,0
